GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,TRBL_SUBA,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,C_NECTAA,NECTADIVA,URB_AREAA,CDA,STLEG_UPA,STLEG_LOA,ZCTAA,SUBMCDA,SD_ELMA,SD_SECA,SD_UNIA,UR,PCI,PUMAA,GEOID,TRBL_CTA,TRBL_BGA,NAME_E,AMRZE001,AMRZE002,AMRZE003,AMRZE004,AMRZE005,AMRZE006,AMRZE007,AMRZE008,AMRZE009,AMRZE010,AMRZE011,AMRZE012,AMRZE013,AMRZE014,AMRZE015,AMRZE016,AMRZE017,AMRZE018,AMRZE019,AMRZE020,AMRZE021,AMRZE022,AMRZE023,AMRZE024,AMRZE025,AMR7E001,AMR7E002,AMR7E003,AMR7E004,AMR7E005,AMR7E006,AMR7E007,AMR7E008,AMR7E009,AMR7E010,AMR7E011,AMR7E012,AMR7E013,AMR7E014,AMR7E015,AMR7E016,AMR7E017,AMR8E001,AMUDE001,AMWBE001,NAME_M,AMRZM001,AMRZM002,AMRZM003,AMRZM004,AMRZM005,AMRZM006,AMRZM007,AMRZM008,AMRZM009,AMRZM010,AMRZM011,AMRZM012,AMRZM013,AMRZM014,AMRZM015,AMRZM016,AMRZM017,AMRZM018,AMRZM019,AMRZM020,AMRZM021,AMRZM022,AMRZM023,AMRZM024,AMRZM025,AMR7M001,AMR7M002,AMR7M003,AMR7M004,AMR7M005,AMR7M006,AMR7M007,AMR7M008,AMR7M009,AMR7M010,AMR7M011,AMR7M012,AMR7M013,AMR7M014,AMR7M015,AMR7M016,AMR7M017,AMR8M001,AMUDM001,AMWBM001
"G0100810","2016-2020","AL",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01081",,,"Lee County, Alabama",99315,1491,0,0,64,5,147,98,65,160,346,542,1155,1822,1881,1793,17187,4966,5702,15756,9956,19926,11392,1974,2887,60731,7626,2858,3174,3040,2973,2785,2304,2182,2237,3691,6004,6870,5448,3205,3363,2971,52930,70256,173700,"Lee County, Alabama",79,412,29,29,87,11,140,52,49,101,157,250,418,484,408,484,1125,802,713,1220,963,1227,960,404,415,889,694,485,564,444,549,484,403,332,380,488,654,658,589,508,429,463,3248,204,5946
"G0100830","2016-2020","AL",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01083",,,"Limestone County, Alabama",67974,861,0,0,8,20,155,33,193,471,533,808,1954,2293,1815,868,16334,3607,4413,10802,5870,11872,4137,577,350,32725,1983,1216,1773,1291,1298,1515,1066,1154,1853,2448,2948,5259,3114,2049,2114,1644,64270,36278,167800,"Limestone County, Alabama",317,365,29,29,13,26,119,43,97,189,253,219,489,619,501,273,1060,533,660,909,601,871,525,173,118,538,474,204,331,212,264,312,235,274,443,386,420,679,420,377,359,342,4043,121,6283
"G0100850","2016-2020","AL",,,"Alabama","01","Lowndes County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01085",,,"Lowndes County, Alabama",6892,85,0,0,0,30,3,14,24,29,70,124,159,229,337,123,2665,175,259,898,658,557,393,41,19,4213,454,502,266,544,201,169,234,242,176,261,339,296,175,202,76,76,33634,5251,66500,"Lowndes County, Alabama",114,47,17,17,17,29,5,19,22,30,52,58,63,107,109,58,261,69,105,137,201,133,113,37,24,229,126,113,108,159,67,82,89,102,68,82,121,90,66,87,44,46,5649,60,5791
"G0100870","2016-2020","AL",,,"Alabama","01","Macon County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01087",,,"Macon County, Alabama",11932,161,4,4,5,5,43,26,4,67,21,111,272,270,617,351,3026,626,617,2299,960,1312,762,239,130,7592,1097,492,486,637,595,453,415,302,368,459,654,656,264,312,211,191,35450,10311,82400,"Macon County, Alabama",86,82,5,9,9,7,38,26,8,50,17,58,96,85,128,112,324,143,190,271,194,208,121,127,58,288,199,126,129,148,147,160,119,79,107,114,186,141,78,110,88,75,3140,168,3220
"G0100890","2016-2020","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01089",,,"Madison County, Alabama",252546,1704,158,42,28,65,390,91,388,1138,585,1986,3634,3647,3659,3527,38864,10276,14857,38107,18711,67834,33424,3979,5452,151628,7726,6853,6478,6386,7265,6279,5771,6073,5860,10277,13508,18233,14688,10116,13969,12146,66887,164100,190200,"Madison County, Alabama",50,351,234,49,33,48,169,62,151,322,194,538,547,484,581,529,1923,839,1137,2017,1215,2494,1814,530,658,957,712,671,800,640,984,572,828,684,878,819,988,1161,838,755,1051,991,1747,246,3539
"G0100910","2016-2020","AL",,,"Alabama","01","Marengo County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01091",,,"Marengo County, Alabama",13025,203,0,10,0,41,0,9,10,32,142,32,144,366,470,437,4310,667,759,1780,1384,1298,761,101,69,7499,1091,735,654,488,594,368,192,220,213,467,533,728,560,188,272,196,33029,10377,82200,"Marengo County, Alabama",275,135,19,26,19,50,19,15,13,22,106,23,89,163,194,255,489,283,185,300,281,254,248,75,36,305,246,224,174,165,220,136,89,89,117,141,167,177,150,81,137,110,3669,54,10226
"G0100930","2016-2020","AL",,,"Alabama","01","Marion County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01093",,,"Marion County, Alabama",21297,304,9,0,4,0,62,57,26,195,233,569,580,850,758,379,5970,1375,1772,3011,2301,1702,942,101,97,11780,972,1211,1007,833,665,609,467,606,689,950,1166,1194,540,372,179,320,40978,14754,87700,"Marion County, Alabama",100,120,16,23,7,23,88,41,29,97,107,217,190,232,253,172,555,256,294,396,461,321,233,73,96,412,243,216,281,207,195,165,189,191,207,236,267,236,143,134,83,172,3372,83,5309
"G0100950","2016-2020","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01095",,,"Marshall County, Alabama",64322,1555,22,3,0,63,325,51,202,531,569,1218,1258,1828,2177,924,15364,4624,4625,9693,5992,9037,3210,653,398,35115,2355,2263,1586,2318,1842,1496,1934,2002,1672,3045,3590,4157,2351,1909,1153,1442,50216,40661,141300,"Marshall County, Alabama",31,310,33,6,29,59,152,33,109,170,230,292,237,350,382,213,755,519,519,662,520,662,344,188,127,536,304,327,303,365,287,217,377,325,273,386,434,413,329,377,241,259,1709,99,5822
"G0100970","2016-2020","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01097",,,"Mobile County, Alabama",279795,3075,6,26,39,69,172,174,339,613,765,2491,5803,7048,9603,5304,79556,14284,14939,43090,24162,45286,16888,4056,2007,157557,13952,8337,10856,7835,8557,7998,7733,7677,6301,12986,15817,17853,11839,7452,6979,5385,49625,184321,138400,"Mobile County, Alabama",112,495,9,28,45,48,144,106,160,178,194,420,748,686,982,705,2408,925,1119,1604,1308,1978,1027,526,339,1279,971,678,845,865,784,849,949,781,614,939,929,1016,918,730,729,523,1232,348,2156
"G0100990","2016-2020","AL",,,"Alabama","01","Monroe County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01099",,,"Monroe County, Alabama",14691,179,14,0,2,0,7,0,0,55,119,219,369,676,525,264,6070,694,515,1821,1172,1256,600,119,15,8050,1366,826,462,545,522,455,251,313,276,618,579,779,346,257,263,192,31969,11451,100900,"Monroe County, Alabama",41,110,21,23,4,23,11,23,23,43,55,82,159,239,247,123,571,243,151,290,268,250,158,68,15,422,273,227,156,221,161,159,93,136,91,180,228,182,104,121,103,72,3733,56,17732
"G0101010","2016-2020","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01101",,,"Montgomery County, Alabama",150749,1945,83,64,14,122,96,195,405,596,693,1506,3061,3779,3793,2751,29781,7081,7749,24692,11508,29560,15905,3399,1971,89511,8072,5435,4666,4205,4559,4352,4181,4026,3783,8510,8475,9784,7752,3791,3970,3950,51963,105063,130000,"Montgomery County, Alabama",92,382,61,43,17,96,63,91,168,166,147,297,557,528,511,399,1328,752,698,1285,1074,1415,937,394,299,971,850,770,516,529,538,508,704,499,636,972,750,645,704,465,574,375,1474,219,3336
"G0101030","2016-2020","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01103",,,"Morgan County, Alabama",82684,1708,0,2,0,120,122,173,286,819,752,1097,1512,2282,2722,1597,21199,5014,5821,12689,7155,11982,4162,950,520,46388,3041,2194,2695,2704,2660,2959,1965,2086,1889,3844,4379,5972,3511,2366,2310,1813,52923,52248,143900,"Morgan County, Alabama",102,425,29,5,29,101,71,101,214,297,237,297,332,409,522,384,1237,611,636,838,682,733,491,215,157,695,411,360,467,412,493,519,382,326,365,455,599,573,375,428,368,485,1858,130,4735
"G0101050","2016-2020","AL",,,"Alabama","01","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01105",,,"Perry County, Alabama",5723,226,0,0,11,0,0,0,0,30,53,114,98,188,130,389,1882,183,158,999,242,661,272,16,71,3140,530,454,279,438,198,202,253,83,54,131,154,139,123,98,4,0,23875,4759,80100,"Perry County, Alabama",361,159,17,17,23,17,17,17,17,44,70,88,84,145,107,171,351,101,88,497,105,230,139,32,67,252,131,196,134,164,124,123,121,94,56,91,128,81,88,77,8,17,2564,73,29168
"G0101070","2016-2020","AL",,,"Alabama","01","Pickens County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01107",,,"Pickens County, Alabama",14386,427,0,0,2,13,17,5,0,144,70,165,343,353,602,326,4670,938,913,2291,1032,1385,524,135,31,7731,689,781,602,410,562,459,322,449,310,389,717,747,691,192,217,194,40362,9620,100000,"Pickens County, Alabama",173,114,23,23,19,17,28,12,23,68,44,78,121,116,163,106,418,172,163,275,222,242,116,76,28,311,153,158,158,127,160,140,144,124,125,117,141,168,161,87,100,85,2740,133,10729
"G0101090","2016-2020","AL",,,"Alabama","01","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01109",,,"Pike County, Alabama",19310,227,0,0,0,0,51,1,56,195,39,77,397,338,561,500,5388,1058,1275,2792,634,3095,1763,401,462,11700,1556,736,926,846,563,761,554,446,368,715,955,1101,847,514,512,300,39218,16241,131600,"Pike County, Alabama",149,106,26,26,26,26,42,2,46,87,34,43,156,137,174,158,560,224,239,431,190,430,403,152,141,560,257,171,346,205,193,187,192,150,121,192,257,195,195,233,118,96,3492,106,13801
"G0101110","2016-2020","AL",,,"Alabama","01","Randolph County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01111",,,"Randolph County, Alabama",15993,275,0,0,0,0,10,3,42,183,305,235,284,628,564,362,4519,1140,1137,1938,1633,1551,932,164,88,8655,800,738,491,398,501,633,344,413,402,809,876,741,533,521,296,159,45141,12147,119500,"Randolph County, Alabama",121,118,23,23,23,23,21,5,44,106,161,120,127,159,180,132,411,266,202,305,230,317,234,75,75,330,169,215,174,118,143,185,134,139,141,192,210,199,140,193,115,77,4482,60,12644
"G0101130","2016-2020","AL",,,"Alabama","01","Russell County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01113",,,"Russell County, Alabama",39280,410,0,0,0,0,15,13,50,270,433,540,623,1377,1046,1006,9496,2170,2727,7384,4849,4416,2024,239,192,23694,2966,1393,1669,1467,1551,930,1176,1381,830,2347,2133,2383,1298,581,894,695,42208,27912,126300,"Russell County, Alabama",207,166,29,29,29,29,17,17,38,201,219,160,172,324,292,232,779,395,478,850,556,597,385,100,155,494,507,358,377,336,348,251,291,349,236,389,413,507,358,163,239,243,2255,90,6962
"G0101150","2016-2020","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01115",,,"St. Clair County, Alabama",62328,862,0,0,0,16,13,134,204,280,393,1161,1365,1833,1520,1092,17721,3995,4786,9776,5882,7745,2834,390,326,32765,1672,1112,1770,1341,1346,1468,1635,1346,1280,2830,3924,4699,4559,1162,1580,1041,62531,36982,165900,"St. Clair County, Alabama",324,277,29,29,29,27,19,112,130,133,165,342,322,379,352,285,1099,519,542,905,611,738,452,178,160,584,353,225,407,329,331,306,356,289,393,398,576,630,585,277,344,299,3275,97,4300
"G0101170","2016-2020","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01117",,,"Shelby County, Alabama",147791,1009,12,6,0,29,166,59,189,375,599,713,1372,1969,1671,1869,24726,3997,9625,22412,11656,42683,16479,3529,2646,80756,3081,2420,2101,2863,2484,2558,2624,3235,2861,5843,8363,11192,9488,7236,6533,7874,78889,88090,220700,"Shelby County, Alabama",202,267,19,10,29,40,80,72,88,144,198,219,318,412,305,342,1273,452,857,1059,1023,1507,1032,455,485,685,361,356,331,412,471,421,378,464,531,643,725,811,628,742,578,682,2171,168,3894
"G0101190","2016-2020","AL",,,"Alabama","01","Sumter County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01119",,,"Sumter County, Alabama",7657,27,0,0,0,0,3,19,53,77,34,103,193,268,225,126,2491,155,455,1516,502,761,533,55,61,5355,1027,392,524,597,373,232,234,263,155,344,342,436,253,102,44,37,26150,6917,67300,"Sumter County, Alabama",142,25,19,19,19,19,8,23,41,66,27,61,110,124,105,83,314,64,148,254,146,162,146,46,43,229,209,107,177,208,155,95,99,114,75,128,119,116,83,51,37,29,2033,93,10351
"G0101210","2016-2020","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01121",,,"Talladega County, Alabama",56121,853,11,33,2,43,108,89,56,252,335,1010,1683,2133,1975,1628,15184,3593,3847,9865,4854,4948,2923,438,258,31741,2821,2295,2403,2034,1882,2014,1393,1340,1267,2187,3342,3685,2411,1024,1025,618,43969,38021,112300,"Talladega County, Alabama",283,252,17,38,3,39,70,72,46,129,138,221,394,347,428,325,830,416,403,879,500,614,475,141,137,558,393,375,406,367,377,324,335,302,287,393,503,539,316,224,242,191,2845,145,5678
"G0101230","2016-2020","AL",,,"Alabama","01","Tallapoosa County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01123",,,"Tallapoosa County, Alabama",28797,493,0,0,0,32,48,0,17,149,149,408,661,1372,1054,1026,7489,1994,2166,4075,2246,3417,1416,427,158,16359,1395,1272,1053,1004,969,716,597,725,687,1726,1795,1847,942,676,560,395,48160,22565,108300,"Tallapoosa County, Alabama",152,178,26,26,26,38,42,26,23,88,85,126,232,263,272,252,620,358,394,523,353,487,258,149,72,523,272,300,292,251,281,226,141,182,223,308,285,326,188,194,168,107,3507,94,6417
"G0101250","2016-2020","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01125",,,"Tuscaloosa County, Alabama",130940,1364,24,46,11,31,217,116,79,333,765,630,1713,2596,3065,2733,32566,5324,7041,20623,10881,23944,11450,1893,3495,74713,6542,4042,3700,3207,3533,3892,3231,3463,2886,5983,7335,8954,6853,4510,3444,3138,54283,91719,179000,"Tuscaloosa County, Alabama",196,282,24,53,17,35,162,117,56,155,273,215,397,468,500,397,1542,613,596,1332,852,1173,973,278,505,808,640,679,427,440,509,603,556,448,490,605,571,691,669,655,339,431,1663,232,4275
"G0101270","2016-2020","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01127",,,"Walker County, Alabama",44630,748,0,0,67,56,276,26,60,330,503,767,1361,1812,1586,593,12509,3112,3834,6500,4501,3768,1567,506,148,25440,2082,1743,1690,1647,1257,1139,1837,1169,902,2038,2372,3515,1887,807,884,471,45833,31238,109600,"Walker County, Alabama",152,165,29,29,48,40,168,25,43,134,166,175,296,311,305,140,885,360,426,633,497,453,289,181,63,444,278,242,281,299,222,220,369,242,208,327,385,387,304,226,201,174,2723,110,7303
"G0101290","2016-2020","AL",,,"Alabama","01","Washington County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01129",,,"Washington County, Alabama",11148,39,0,0,0,0,140,93,45,70,75,61,176,421,302,155,4264,661,728,1371,940,700,682,119,106,5830,595,571,426,238,350,278,237,336,216,376,394,474,449,296,303,291,42331,8603,88100,"Washington County, Alabama",386,25,19,19,19,19,117,96,42,55,52,63,107,198,122,102,451,192,204,278,260,207,165,87,87,318,179,194,162,141,119,103,113,114,107,155,116,118,132,129,152,147,4919,52,8782
"G0101310","2016-2020","AL",,,"Alabama","01","Wilcox County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01131",,,"Wilcox County, Alabama",7060,152,0,0,0,0,17,12,0,21,62,102,173,402,330,192,2639,214,504,990,427,557,240,24,2,3961,512,519,266,244,246,189,215,213,188,234,276,411,221,105,57,65,35063,5804,67200,"Wilcox County, Alabama",36,72,19,19,19,19,24,18,19,24,49,47,71,127,99,98,289,74,124,223,122,135,78,21,5,214,116,138,96,88,101,68,72,80,92,79,101,108,87,44,30,40,4497,50,15701
"G0101330","2016-2020","AL",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US01133",,,"Winston County, Alabama",17189,253,0,0,0,0,76,68,24,264,275,239,598,938,580,391,5594,1059,1458,1945,1145,1366,709,136,71,9612,705,860,694,908,667,587,341,375,509,949,789,960,605,285,192,186,40991,13700,87300,"Winston County, Alabama",107,143,23,23,23,23,48,54,20,140,134,86,167,216,202,117,480,265,246,288,201,261,171,67,43,329,163,185,148,179,175,170,131,129,139,245,188,169,155,95,104,72,5537,66,8860
"G0200130","2016-2020","AK",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02013",,,"Aleutians East Borough, Alaska",2646,16,0,0,3,0,22,20,16,8,5,68,40,28,108,20,995,82,136,485,156,277,147,1,13,988,33,31,42,54,34,43,31,26,44,72,78,120,193,91,53,43,75833,1199,136700,"Aleutians East Borough, Alaska",74,16,10,10,3,10,19,20,16,7,5,27,27,13,39,18,108,36,38,90,48,66,64,3,20,143,12,13,15,21,14,16,15,13,19,27,32,28,68,47,18,16,10098,138,26580
"G0200160","2016-2020","AK",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02016",,,"Aleutians West Census Area, Alaska",4208,43,0,0,0,0,14,14,2,85,10,8,59,41,43,26,1560,229,166,913,279,605,88,19,4,1306,16,17,18,15,29,25,17,49,25,69,211,286,186,97,125,121,87443,2013,316700,"Aleutians West Census Area, Alaska",114,31,14,14,14,14,14,15,18,43,7,6,31,20,19,18,208,114,60,114,81,90,42,23,4,199,11,10,11,8,11,21,10,22,14,23,70,63,57,29,33,47,4734,208,61170
"G0200200","2016-2020","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02020",,,"Anchorage Municipality, Alaska",192345,1834,88,0,0,248,63,183,190,462,364,824,823,2000,1848,2628,36951,8687,13976,33641,17176,43695,18634,5308,2722,106970,3188,2463,2823,2433,3254,3482,3402,3384,3089,6838,12646,15279,12276,9308,11577,11528,84813,118293,320100,"Anchorage Municipality, Alaska",,375,85,23,23,174,46,113,132,157,211,273,200,471,415,535,1604,822,1100,1543,1145,1485,1004,596,366,777,433,466,454,294,534,447,556,454,408,663,807,864,894,889,775,755,1694,212,4445
"G0200500","2016-2020","AK",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02050",,,"Bethel Census Area, Alaska",9841,35,0,0,4,27,74,66,25,72,48,287,195,306,426,63,3813,976,563,1244,502,559,461,68,27,4499,373,277,239,219,215,206,242,129,151,341,396,543,394,269,248,257,54400,6029,88700,"Bethel Census Area, Alaska",95,14,16,16,4,24,19,22,11,30,15,66,47,138,85,22,331,564,131,195,140,120,119,42,25,160,68,76,57,63,53,46,73,31,36,81,83,101,83,84,78,84,4198,126,7341
"G0200600","2016-2020","AK",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02060",,,"Bristol Bay Borough, Alaska",561,3,0,0,0,3,0,1,0,0,2,7,0,6,4,9,140,28,20,161,32,114,30,1,0,284,6,2,11,11,13,4,8,11,5,33,21,48,39,25,20,27,79808,871,222200,"Bristol Bay Borough, Alaska",114,4,10,10,10,4,10,2,10,10,3,6,10,5,5,17,47,16,11,84,25,39,20,2,10,51,5,4,6,7,9,4,7,8,11,15,12,16,20,13,11,12,12348,61,31972
"G0200630","2016-2020","AK",,,"Alaska","02","Chugach Census Area","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02063",,,"Chugach Census Area, Alaska",4686,1,0,0,0,0,0,9,0,0,0,27,82,15,30,40,1084,42,648,854,492,764,566,8,24,2310,63,20,21,43,200,9,25,178,75,214,121,459,387,101,177,217,90776,3287,234300,"Chugach Census Area, Alaska",143,3,14,14,14,14,14,15,14,14,14,36,62,14,36,49,239,35,190,204,169,156,191,10,33,162,62,28,17,37,82,9,24,112,66,99,62,139,152,78,84,83,11147,118,49496
"G0200660","2016-2020","AK",,,"Alaska","02","Copper River Census Area","066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02066",,,"Copper River Census Area, Alaska",1880,10,0,0,0,0,5,0,0,1,2,5,12,22,29,0,571,79,31,397,123,327,185,80,1,1063,44,94,49,23,14,48,3,23,75,93,136,82,158,76,59,86,64745,2902,234500,"Copper River Census Area, Alaska",129,11,10,10,10,10,9,10,10,2,4,7,10,20,21,10,127,45,32,113,49,90,71,58,4,125,23,57,38,16,11,34,4,19,62,58,55,35,60,47,38,42,5978,112,11845
"G0200680","2016-2020","AK",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02068",,,"Denali Borough, Alaska",1866,5,0,0,0,0,0,0,0,0,2,0,0,23,8,4,473,90,46,355,130,478,246,6,0,726,27,20,26,65,12,19,15,33,36,39,59,108,104,58,63,42,76364,1664,233700,"Denali Borough, Alaska",339,11,10,10,10,10,10,10,10,10,4,10,10,42,10,9,103,100,35,80,78,202,187,10,10,336,35,15,21,49,14,13,15,29,28,28,41,73,55,38,57,32,8704,341,27926
"G0200700","2016-2020","AK",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02070",,,"Dillingham Census Area, Alaska",2902,17,0,3,0,6,46,3,11,13,21,45,34,55,101,36,1014,151,213,393,177,247,154,92,70,1430,73,64,71,82,63,87,74,57,66,104,154,205,117,73,105,35,57436,2462,156000,"Dillingham Census Area, Alaska",23,9,10,5,10,5,14,4,7,9,12,21,12,19,27,24,99,36,44,62,138,91,149,90,104,89,22,23,20,22,18,25,23,22,17,23,39,52,28,31,29,28,4870,76,28348
"G0200900","2016-2020","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02090",,,"Fairbanks North Star Borough, Alaska",61724,248,0,12,0,0,53,102,150,103,143,509,127,619,724,635,11483,3380,5359,12207,5916,11625,5459,1247,1623,36199,1086,838,738,1068,1031,1465,1322,1514,1376,2985,4198,5210,4024,2962,3351,3031,76464,44270,240300,"Fairbanks North Star Borough, Alaska",211,136,23,24,23,23,62,102,66,108,123,203,78,217,274,195,864,609,688,872,736,834,633,279,365,770,308,259,258,319,348,348,395,360,376,506,571,679,411,456,469,503,2792,136,5827
"G0201000","2016-2020","AK",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02100",,,"Haines Borough, Alaska",1663,0,0,0,0,0,1,0,0,0,0,8,0,20,5,0,410,159,148,396,56,278,146,29,7,917,39,46,87,20,24,27,75,5,36,58,140,82,131,67,36,44,65014,1692,263900,"Haines Borough, Alaska",150,10,10,10,10,10,30,10,10,10,10,8,10,22,8,10,140,89,88,133,55,131,89,32,9,116,38,38,71,15,20,29,64,6,26,38,127,53,68,52,34,41,13908,163,41626
"G0201050","2016-2020","AK",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02105",,,"Hoonah-Angoon Census Area, Alaska",1744,0,0,1,5,0,0,1,5,0,2,4,11,47,20,9,529,106,111,350,201,255,73,9,5,755,36,50,43,34,20,22,41,48,24,60,91,92,53,45,61,35,59926,1623,221600,"Hoonah-Angoon Census Area, Alaska",58,10,10,2,7,10,10,3,5,10,3,7,11,20,9,7,72,37,54,55,71,84,24,9,8,82,15,21,17,17,11,10,15,22,19,19,28,29,22,16,23,19,4692,86,18104
"G0201100","2016-2020","AK",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02110",,,"Juneau City and Borough, Alaska",22607,28,0,1,0,9,5,12,2,40,54,29,70,255,183,163,3727,1143,1576,4676,1865,5722,1983,625,439,12878,437,375,325,275,192,320,387,293,309,784,1626,2214,1564,1089,1394,1294,88077,13792,355100,"Juneau City and Borough, Alaska",153,29,21,4,21,21,7,23,5,30,71,31,49,179,98,81,400,223,301,513,311,418,260,182,158,274,175,144,107,106,70,108,113,114,140,238,310,356,268,222,233,207,3724,74,11524
"G0201220","2016-2020","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122",,,"Kenai Peninsula Borough, Alaska",41166,254,16,0,0,0,18,26,91,94,34,304,447,460,780,363,9869,3001,3310,7936,3541,6650,3158,551,263,21781,1063,857,884,1057,555,887,801,897,729,1683,2365,3013,2175,1417,1837,1561,69245,31330,245400,"Kenai Peninsula Borough, Alaska",90,108,23,23,23,23,15,15,78,59,25,120,161,126,178,107,587,347,308,513,378,530,388,155,83,390,239,142,163,212,128,165,171,188,134,243,279,363,248,192,300,282,2464,124,5631
"G0201300","2016-2020","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130",,,"Ketchikan Gateway Borough, Alaska",9690,62,0,0,0,0,0,19,7,11,21,40,95,103,151,84,2389,586,999,1867,789,1641,612,110,104,5299,168,186,215,154,155,264,154,243,227,380,516,694,577,418,567,381,74678,6427,299500,"Ketchikan Gateway Borough, Alaska",69,38,16,16,16,16,16,15,10,14,24,24,36,40,48,37,169,116,109,172,114,165,103,47,64,134,58,56,57,55,44,60,48,61,75,76,92,98,91,88,93,73,3876,60,12386
"G0201500","2016-2020","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150",,,"Kodiak Island Borough, Alaska",8902,58,1,3,55,28,28,6,34,200,50,52,22,112,186,94,2045,370,613,1613,680,1597,832,140,83,4231,172,105,141,123,151,69,162,99,86,358,533,564,767,382,297,222,79173,5450,295100,"Kodiak Island Borough, Alaska",152,55,2,5,74,33,40,7,54,115,47,40,16,58,81,74,297,128,130,260,195,249,177,61,61,195,73,49,100,65,67,50,69,57,65,131,141,160,184,121,112,88,11727,35,22848
